Geneid,Entity,Symbol,bim-phage-35_R1,bim-phage-35_R2,bim-phage-35_R3,bim-phage-35_R4,bim-phage-35_R5,bim-phage-60_R1,bim-phage-60_R2,bim-phage-60_R3,bim-phage-60_R4,bim-phage-60_R5,bim-phage-120_R1,bim-phage-120_R2,bim-phage-120_R3,bim-phage-120_R4,bim-phage-120_R5
gene-DMS3-6,phage,gene-DMS3-6,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.0986122886681098,1.791759469228055,2.772588722239781,2.4849066497880004,2.1972245773362196,2.70805020110221,1.0986122886681098,2.302585092994046,2.70805020110221,1.791759469228055,2.0794415416798357,2.0794415416798357
gene-DMS3-8,phage,gene-DMS3-8,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.6931471805599453,1.6094379124341003,1.3862943611198906,0.0,1.0986122886681098,1.6094379124341003,0.0,1.0986122886681098,0.6931471805599453
gene-DMS3-39,phage,gene-DMS3-39,1.9459101490553132,2.0794415416798357,2.5649493574615367,1.9459101490553132,2.6390573296152584,2.0794415416798357,2.0794415416798357,1.791759469228055,2.0794415416798357,2.0794415416798357,2.4849066497880004,2.3978952727983707,1.9459101490553132,2.3978952727983707,2.302585092994046
gene-DMS3-31,phage,gene-DMS3-31,6.778784897685177,7.330405211844402,7.5688956634069955,7.011213987350367,7.820439515262181,7.461640392208575,7.239214973779806,7.25063551189868,7.243512974665482,7.143617602704121,6.992096427415888,7.254884810077338,6.673297967767654,6.777646593635117,6.776506992372183
gene-DMS3-51,phage,gene-DMS3-51,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0
gene-DMS3-37,phage,gene-DMS3-37,1.0986122886681098,2.0794415416798357,2.3978952727983707,2.1972245773362196,2.772588722239781,2.1972245773362196,1.9459101490553132,1.3862943611198906,2.1972245773362196,1.0986122886681098,2.3978952727983707,2.4849066497880004,1.791759469228055,2.0794415416798357,1.6094379124341003
gene-DMS3-2,phage,gene-DMS3-2,1.9459101490553132,2.302585092994046,2.833213344056216,2.1972245773362196,2.833213344056216,3.091042453358316,2.8903717578961645,2.772588722239781,2.6390573296152584,2.5649493574615367,2.6390573296152584,2.70805020110221,2.1972245773362196,2.833213344056216,2.833213344056216
gene-DMS3-52,phage,gene-DMS3-52,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,1.0986122886681098,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.6094379124341003,0.6931471805599453
gene-DMS3-41,phage,gene-DMS3-41,2.302585092994046,1.9459101490553132,2.1972245773362196,2.1972245773362196,2.772588722239781,2.833213344056216,2.5649493574615367,2.5649493574615367,2.3978952727983707,1.791759469228055,2.302585092994046,3.091042453358316,2.302585092994046,2.302585092994046,2.1972245773362196
gene-DMS3-45,phage,gene-DMS3-45,0.0,0.0,0.6931471805599453,0.0,1.791759469228055,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098
gene-DMS3-4,phage,gene-DMS3-4,2.302585092994046,2.5649493574615367,2.302585092994046,2.302585092994046,3.2188758248682006,3.1780538303479458,2.70805020110221,3.1354942159291497,3.1780538303479458,2.70805020110221,2.995732273553991,3.7376696182833684,1.9459101490553132,2.9444389791664403,2.70805020110221
gene-DMS3-50,phage,gene-DMS3-50,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
gene-DMS3-9,phage,gene-DMS3-9,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.3862943611198906,0.0,1.0986122886681098,0.0
gene-DMS3-3,phage,gene-DMS3-3,1.791759469228055,2.302585092994046,2.4849066497880004,1.791759469228055,2.3978952727983707,2.5649493574615367,2.3978952727983707,2.8903717578961645,2.6390573296152584,1.791759469228055,2.833213344056216,2.9444389791664403,1.6094379124341003,2.5649493574615367,2.6390573296152584
gene-DMS3-34,phage,gene-DMS3-34,2.1972245773362196,2.302585092994046,3.091042453358316,3.091042453358316,3.5553480614894135,3.332204510175204,3.367295829986474,2.5649493574615367,2.833213344056216,3.1354942159291497,3.2188758248682006,3.4011973816621555,2.995732273553991,3.091042453358316,2.833213344056216
gene-DMS3-32,phage,gene-DMS3-32,1.6094379124341003,2.1972245773362196,3.1354942159291497,2.4849066497880004,3.5263605246161616,3.258096538021482,2.772588722239781,2.995732273553991,2.995732273553991,2.833213344056216,2.9444389791664403,3.4965075614664802,2.0794415416798357,2.5649493574615367,2.6390573296152584
gene-DMS3-15,phage,gene-DMS3-15,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0
gene-DMS3-28,phage,gene-DMS3-28,0.0,0.0,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,2.1972245773362196,0.6931471805599453,1.6094379124341003,0.0
gene-DMS3-23,phage,gene-DMS3-23,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453
gene-DMS3-44,phage,gene-DMS3-44,0.0,0.0,1.0986122886681098,1.6094379124341003,2.302585092994046,1.0986122886681098,2.0794415416798357,2.1972245773362196,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.302585092994046,1.3862943611198906,1.3862943611198906,1.3862943611198906
gene-DMS3-14,phage,gene-DMS3-14,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,1.9459101490553132,0.0,1.3862943611198906,0.6931471805599453
gene-DMS3-49,phage,gene-DMS3-49,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,1.0986122886681098,1.6094379124341003,1.0986122886681098,0.0,0.0
gene-DMS3-42,phage,gene-DMS3-42,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.3862943611198906,1.9459101490553132,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,1.3862943611198906,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.791759469228055,0.6931471805599453
