Geneid,Entity,Symbol,0_R1,0_R2,2.5_R1,2.5_R2,5_R1,5_R2,10_R1,10_R2,20_R1,20_R2,30_R1,30_R2
gene-b4071,host,nrfB,4.382026634673881,1.791759469228055,4.127134385045092,2.995732273553991,3.8918202981106265,2.0794415416798357,3.4011973816621555,0.0,3.9318256327243257,0.0,4.875197323201151,1.3862943611198906
gene-b2478,host,dapA,9.037057839832897,7.87359778968554,9.011035410141815,7.820037989458753,6.637258031284457,6.393590753950631,5.62040086571715,5.241747015059643,6.089044875446846,4.770684624465665,5.641907070938114,4.8283137373023015
gene-b4056,host,yjbQ,7.491087593534876,5.062595033026967,5.783825182329737,5.262690188904886,4.343805421853684,3.6888794541139363,3.9889840465642745,2.9444389791664403,3.9512437185814275,2.3978952727983707,4.624972813284271,2.302585092994046
gene-b1282,host,yciH,6.672032945461067,5.365976015021851,6.333279628139691,5.298317366548036,4.189654742026425,4.02535169073515,3.367295829986474,3.4657359027997265,3.6109179126442243,2.70805020110221,3.9318256327243257,2.8903717578961645
gene-b2868,host,xdhC,3.8501476017100584,2.5649493574615367,3.970291913552122,2.6390573296152584,3.4657359027997265,1.6094379124341003,3.091042453358316,0.0,3.6635616461296463,0.0,4.454347296253507,0.0
gene-b0893,host,serS,8.85552084853691,8.204124932574041,9.214730720277476,8.277920258172143,7.241366283322318,7.218176838403408,6.104793232414985,5.736572297479192,6.39024066706535,5.017279836814924,5.863631175598097,5.41610040220442
gene-b4826,host,flgO,3.7612001156935624,0.0,2.995732273553991,2.4849066497880004,2.3978952727983707,1.6094379124341003,2.1972245773362196,0.0,2.302585092994046,0.6931471805599453,,0.6931471805599453
gene-b2892,host,recJ,7.581719640125308,6.486160788944089,7.990576881743923,7.165493475060845,6.47543271670409,6.558197802812269,5.659482215759621,5.147494476813453,6.045005314036012,4.51085950651685,6.118097198041348,
gene-b2802,host,fucI,5.159055299214529,3.1780538303479458,5.030437921392435,3.332204510175204,4.68213122712422,2.9444389791664403,4.465908118654584,1.6094379124341003,4.787491742782046,1.6094379124341003,5.68697535633982,1.9459101490553132
gene-b0279,host,yagM,3.828641396489095,1.3862943611198906,4.48863636973214,2.5649493574615367,3.6375861597263857,1.791759469228055,3.784189633918261,1.0986122886681098,3.912023005428146,0.6931471805599453,4.605170185988092,0.6931471805599453
gene-b1789,host,yeaL,4.997212273764115,3.5553480614894135,4.820281565605037,3.912023005428146,3.6109179126442243,2.8903717578961645,3.367295829986474,0.6931471805599453,3.332204510175204,1.6094379124341003,4.07753744390572,1.6094379124341003
gene-b0859,host,rlmC,5.676753802268282,4.356708826689592,5.293304824724492,5.056245805348308,4.553876891600541,4.110873864173311,4.0943445622221,2.9444389791664403,4.0943445622221,2.6390573296152584,4.736198448394496,2.70805020110221
gene-b1880,host,flhB,4.060443010546419,2.4849066497880004,4.04305126783455,1.9459101490553132,3.4965075614664802,2.0794415416798357,3.6375861597263857,1.3862943611198906,3.6109179126442243,0.6931471805599453,4.430816798843313,1.0986122886681098
gene-b3022,host,mqsR,5.351858133476067,4.584967478670572,4.68213122712422,3.4657359027997265,3.6635616461296463,2.8903717578961645,3.6888794541139363,1.6094379124341003,3.4011973816621555,2.0794415416798357,3.9512437185814275,1.791759469228055
gene-b1396,host,paaI,2.4849066497880004,1.0986122886681098,3.295836866004329,1.6094379124341003,2.4849066497880004,0.6931471805599453,2.4849066497880004,0.0,2.5649493574615367,0.0,3.1354942159291497,0.0
gene-b2630,host,rnlA,7.703459047867175,5.786897381366708,7.153833801578843,6.102558594613569,5.948034989180646,5.318119993844216,4.962844630259907,3.9889840465642745,5.056245805348308,3.1354942159291497,5.384495062789089,3.2188758248682006
gene-b3507,host,dctR,4.653960350157523,2.302585092994046,4.852030263919617,3.713572066704308,3.713572066704308,2.4849066497880004,3.713572066704308,0.6931471805599453,3.6888794541139363,0.6931471805599453,4.5217885770490405,0.6931471805599453
gene-b2694,host,argV,9.409355151711798,7.747164966520335,8.71308886823731,7.7702232041587855,7.766840537085513,7.035268599281097,7.297091005160418,5.926926025970411,7.1180162044653335,5.241747015059643,6.566672429803241,5.5053315359323625
gene-b4775,host,mgtT,7.150701457592526,5.214935757608986,6.498282149476434,5.572154032177765,6.922643891475888,5.58724865840025,6.113682179832232,4.882801922586371,5.501258210544727,3.912023005428146,5.605802066295998,3.9318256327243257
gene-b4012,host,yjaB,4.653960350157523,3.367295829986474,4.3694478524670215,3.828641396489095,4.465908118654584,3.367295829986474,3.912023005428146,2.772588722239781,4.30406509320417,2.833213344056216,5.332718793265369,2.3978952727983707
gene-b4061,host,pdeC,5.793013608384144,3.9512437185814275,5.424950017481403,3.784189633918261,4.727387818712341,2.772588722239781,4.867534450455582,2.1972245773362196,4.727387818712341,1.6094379124341003,5.831882477283517,2.3978952727983707
gene-b3736,host,atpF,10.223104243518256,9.22759072538271,10.578801664944281,9.475086413144906,8.561784074744113,8.776784383701493,7.325148957955575,7.358193752733032,,6.810142450115136,6.53813982376767,6.907755278982137
gene-b2940,host,yqgC,8.279697133877628,5.733341276897746,7.5406215286571525,5.7430031878094825,5.937536205082426,4.820281565605037,4.897839799950911,3.6635616461296463,4.852030263919617,3.091042453358316,4.919980925828125,3.091042453358316
gene-b2948,host,yqgE,6.833031732786201,5.44673737166631,6.902742737158593,6.104793232414985,5.159055299214529,5.181783550292085,4.718498871295094,3.6375861597263857,4.248495242049359,3.091042453358316,4.875197323201151,3.332204510175204
gene-b2442,host,intZ,6.481577129276431,5.332718793265369,6.251903883165888,5.616771097666572,5.442417710521793,4.736198448394496,4.6913478822291435,3.295836866004329,4.624972813284271,3.044522437723423,5.303304908059076,2.70805020110221
gene-b3390,host,aroK,7.991253929840199,7.001245622069476,7.789454566086673,7.522400231387125,5.7899601708972535,6.466144724237619,4.836281906951478,5.099866427824199,4.897839799950911,4.2626798770413155,5.056245805348308,4.61512051684126
gene-b1553,host,rzpQ,3.4339872044851463,1.0986122886681098,3.295836866004329,1.6094379124341003,2.4849066497880004,1.791759469228055,3.1354942159291497,1.0986122886681098,2.0794415416798357,0.6931471805599453,3.6109179126442243,0.0
gene-b3613,host,envC,7.895436006942965,6.22455842927536,7.646831391430482,6.498282149476434,6.137727054086234,5.384495062789089,5.529429087511423,4.189654742026425,5.54907608489522,4.060443010546419,5.811140992976701,4.204692619390966
gene-b0846,host,rcdA,4.762173934797756,2.995732273553991,4.23410650459726,3.295836866004329,3.6375861597263857,2.4849066497880004,3.5553480614894135,1.3862943611198906,3.6375861597263857,1.0986122886681098,4.634728988229636,1.0986122886681098
gene-b0090,host,murG,7.198183577101943,6.324358962381311,7.110696122978827,6.977281341630747,5.402677381872279,5.808142489980444,4.976733742420574,4.624972813284271,5.0369526024136295,3.912023005428146,5.5134287461649825,3.970291913552122
gene-b1644,host,ydhJ,5.117993812416755,2.995732273553991,4.976733742420574,4.143134726391533,3.9512437185814275,2.70805020110221,3.6109179126442243,1.791759469228055,3.784189633918261,1.9459101490553132,4.718498871295094,1.3862943611198906
gene-b3501,host,arsR,4.983606621708336,3.258096538021482,4.07753744390572,1.791759469228055,3.5263605246161616,1.9459101490553132,2.833213344056216,0.0,3.4965075614664802,0.6931471805599453,4.382026634673881,0.6931471805599453
gene-b1278,host,pgpB,5.762051382780177,4.672828834461906,5.117993812416755,4.941642422609304,4.127134385045092,3.295836866004329,3.713572066704308,2.5649493574615367,3.9512437185814275,2.4849066497880004,4.23410650459726,2.0794415416798357
gene-b0744,host,valT,9.381769487603714,7.601901959875166,9.590487672100057,8.021584533455107,7.964155718840937,7.265429723253953,7.045776576879511,6.102558594613569,7.299797366758161,5.318119993844216,6.920671504248683,5.765191102784844
gene-b3035,host,tolC,9.112727543109182,7.769378609513984,9.365975663507632,7.84971375760487,7.247080584585756,6.761572768804055,5.937536205082426,5.659482215759621,6.715383386334681,5.278114659230517,6.182084906716632,5.272999558563747
gene-b4140,host,fxsA,5.41610040220442,4.382026634673881,5.389071729816501,4.276666119016055,4.5217885770490405,3.295836866004329,4.174387269895637,2.6390573296152584,4.442651256490317,1.791759469228055,4.727387818712341,2.5649493574615367
gene-b0830,host,gsiB,7.154615356913663,6.854354502255021,7.503289630675082,6.84587987526405,5.834810737062605,5.37989735354046,5.8916442118257715,4.330733340286331,5.455321115357702,3.7612001156935624,5.5134287461649825,3.6375861597263857
gene-b1592,host,clcB,5.308267697401205,3.1354942159291497,4.9344739331306915,3.6635616461296463,4.23410650459726,2.3978952727983707,3.6635616461296463,1.6094379124341003,4.356708826689592,0.0,5.1298987149230735,1.0986122886681098
gene-b2559,host,tadA,7.19668657083435,4.6913478822291435,6.56244409369372,5.241747015059643,5.087596335232384,4.3694478524670215,4.290459441148391,3.1354942159291497,4.356708826689592,2.6390573296152584,4.532599493153256,2.0794415416798357
gene-b2798,host,ygdG,5.517452896464707,4.189654742026425,5.135798437050262,4.143134726391533,4.127134385045092,2.9444389791664403,3.7612001156935624,2.1972245773362196,3.6109179126442243,1.0986122886681098,4.584967478670572,2.0794415416798357
gene-b2631,host,rnlB,6.028278520230698,4.59511985013459,6.025865973825314,5.25227342804663,4.5217885770490405,4.553876891600541,3.6635616461296463,3.1354942159291497,3.7612001156935624,1.791759469228055,4.1588830833596715,2.302585092994046
gene-b0293,host,ecpA,4.927253685157205,3.295836866004329,4.634728988229636,3.6888794541139363,4.060443010546419,3.4339872044851463,3.7612001156935624,2.833213344056216,3.6635616461296463,0.6931471805599453,4.394449154672439,1.791759469228055
gene-T4p225,phage,pseT.2,3.295836866004329,0.0,9.979383211539385,6.448889394146858,,8.431853144249223,,7.691200097522863,,,,
gene-b0378,host,yaiW,6.100318952020064,5.056245805348308,6.129050210060545,5.241747015059643,4.68213122712422,3.9318256327243257,4.700480365792417,3.1780538303479458,4.454347296253507,2.5649493574615367,5.579729825986222,2.70805020110221
gene-b4368,host,leuV,9.333707785926467,6.8308742346461795,9.424079843215099,6.648984550024776,,5.66988092298052,,4.897839799950911,,4.276666119016055,,4.442651256490317
gene-b1076,host,flgE,4.948759890378168,4.6913478822291435,4.9344739331306915,5.003946305945459,3.8501476017100584,3.9889840465642745,3.784189633918261,2.8903717578961645,4.060443010546419,2.0794415416798357,4.927253685157205,2.3978952727983707
gene-b2519,host,pbpC,6.343880434126331,4.8283137373023015,6.380122536899765,5.43372200355424,5.3230099791384085,4.30406509320417,5.111987788356544,3.1354942159291497,5.209486152841421,2.5649493574615367,5.973809611869261,2.995732273553991
gene-b0084,host,ftsI,9.22325659724273,6.999422467507961,8.200013648175434,7.19668657083435,8.18004072349016,6.679599185844383,,6.042632833682381,7.216709486709457,5.54907608489522,,5.768320995793772
gene-b2646,host,ypjF,3.332204510175204,2.70805020110221,2.833213344056216,1.6094379124341003,2.6390573296152584,1.3862943611198906,2.4849066497880004,0.6931471805599453,2.833213344056216,0.0,3.713572066704308,0.0
gene-b1627,host,rsxA,6.927557906278317,4.663439094112067,6.813444599510896,5.278114659230517,5.075173815233827,4.189654742026425,4.04305126783455,3.091042453358316,4.04305126783455,2.5649493574615367,4.219507705176107,2.6390573296152584
gene-b2417,host,crr,8.865593998902725,7.813187267521416,9.320091235935301,7.669961995473577,7.246368080102461,7.026426808699636,5.476463551931511,5.594711379601839,6.180016653652572,4.718498871295094,5.313205979041787,5.0369526024136295
gene-b2529,host,iscU,8.272826003650401,7.7284157798410416,8.559102594493448,7.498869733976931,6.220590170099739,6.391917113392602,5.298317366548036,5.332718793265369,5.707110264748875,4.969813299576001,5.1647859739235145,5.220355825078324
gene-b3325,host,gspD,5.655991810819852,3.1354942159291497,6.040254711277414,3.9889840465642745,5.0689042022202315,3.1780538303479458,4.875197323201151,2.3978952727983707,5.056245805348308,1.3862943611198906,6.008813185442595,1.3862943611198906
gene-b2418,host,pdxK,6.439350371100098,5.442417710521793,6.675823221634848,5.407171771460119,4.867534450455582,4.605170185988092,4.110873864173311,3.1780538303479458,4.3694478524670215,2.6390573296152584,4.997212273764115,2.772588722239781
gene-b2073,host,yegL,3.8501476017100584,1.3862943611198906,3.5553480614894135,1.3862943611198906,3.6375861597263857,0.6931471805599453,3.367295829986474,0.0,3.6375861597263857,1.3862943611198906,4.394449154672439,0.6931471805599453
gene-b3302,host,rpmD,8.911260254572033,9.208137948420983,9.585895949678203,9.611395771595648,8.440312147080279,9.324829098460881,7.198931240688173,7.669495251007694,7.27931883541462,7.158513997329321,6.45833828334479,7.027314514039777
gene-b4727,host,yacM,5.631211781821365,3.044522437723423,4.174387269895637,2.4849066497880004,3.5553480614894135,0.6931471805599453,2.4849066497880004,1.0986122886681098,1.791759469228055,0.6931471805599453,,0.6931471805599453
gene-b3773,host,ilvY,5.780743515792329,4.8283137373023015,5.393627546352362,5.1647859739235145,4.867534450455582,4.127134385045092,4.672828834461906,3.713572066704308,4.605170185988092,3.1354942159291497,5.6937321388027,3.5553480614894135
gene-b0085,host,murE,7.333023014386481,6.920671504248683,7.411556287811163,7.200424892944957,6.0063531596017325,6.018593214496234,5.556828061699537,4.700480365792417,5.579729825986222,4.23410650459726,5.66988092298052,4.3694478524670215
gene-b0842,host,mdfA,6.297109319933935,4.709530201312334,6.025865973825314,5.170483995038151,4.859812404361672,3.871201010907891,4.248495242049359,3.1354942159291497,4.564348191467836,2.6390573296152584,5.170483995038151,3.091042453358316
gene-b3447,host,ggt,7.183111701743281,6.186208623900494,7.4977617006225685,6.410174881966167,5.700443573390687,5.303304908059076,5.225746673713202,3.970291913552122,5.375278407684165,3.1354942159291497,6.042632833682381,3.295836866004329
gene-b3868,host,glnG,8.923457979694966,7.8674885686991285,9.467305471765902,8.01565761455734,7.226936018493289,6.587550014824796,6.536691597591305,5.455321115357702,6.894670039433482,4.852030263919617,6.403574197934815,4.890349128221754
gene-b2163,host,yeiL,3.871201010907891,1.791759469228055,4.007333185232471,0.6931471805599453,3.4339872044851463,1.0986122886681098,3.6109179126442243,0.6931471805599453,3.4965075614664802,0.6931471805599453,4.6443908991413725,0.6931471805599453
gene-b0810,host,glnP,8.81877816903701,7.152268856032539,9.137769679141348,7.034387929915503,6.727431724850855,5.6240175061873385,5.5093883366279774,4.127134385045092,5.66988092298052,3.1780538303479458,5.327876168789581,2.9444389791664403
gene-b2457,host,eutM,3.5553480614894135,2.6390573296152584,3.713572066704308,2.1972245773362196,3.2188758248682006,2.4849066497880004,2.9444389791664403,1.9459101490553132,2.3978952727983707,0.0,3.332204510175204,2.0794415416798357
gene-b2922,host,yggE,8.273591798199632,6.447305862541213,7.784889295655098,6.238324625039508,6.035481432524756,5.1647859739235145,5.3471075307174685,4.127134385045092,5.631211781821365,3.4339872044851463,5.529429087511423,3.828641396489095
gene-b3066,host,dnaG,8.32239411311117,7.028201432058005,9.18399639663658,8.212568398234145,7.198931240688173,7.21890970761906,5.942799375126701,,6.045005314036012,5.056245805348308,5.953243334287785,5.123963979403259
gene-b3896,host,yiiG,4.74493212836325,2.4849066497880004,5.44673737166631,3.258096538021482,4.6913478822291435,2.772588722239781,4.634728988229636,2.3978952727983707,4.532599493153256,2.302585092994046,5.5053315359323625,1.791759469228055
gene-b4143,host,groL,8.768885326134862,8.191463051326927,9.33600338997184,8.372629740224884,7.558516743045645,7.725771441587952,6.142037405587356,6.12029741895095,6.775366090936392,5.204006687076795,6.429719478039138,5.537334267018537
gene-b1719,host,thrS,10.331692147613781,8.81640849968169,10.106836476522158,8.791638037085997,8.042056410058754,8.157943507105037,6.842683282238422,6.754604099487962,7.109062135687172,6.218600119691729,6.244166900663736,6.335054251498059
gene-b2094,host,gatA,6.680854678790215,6.359573868672378,6.9726062513017535,6.424869023905388,4.852030263919617,5.805134968916488,3.6109179126442243,3.9318256327243257,4.060443010546419,3.4339872044851463,3.713572066704308,3.8066624897703196
gene-b4439,host,micF,3.871201010907891,1.9459101490553132,3.1354942159291497,1.3862943611198906,1.791759469228055,1.0986122886681098,,1.0986122886681098,2.1972245773362196,0.6931471805599453,,0.0
gene-b4746,host,yddY,3.7612001156935624,2.0794415416798357,3.1354942159291497,1.3862943611198906,2.0794415416798357,1.3862943611198906,,0.0,,0.0,,0.0
gene-b4551,host,yheV,6.1675164908883415,5.472270673671475,6.030685260261263,5.583496308781699,4.584967478670572,4.955827057601261,3.6635616461296463,2.833213344056216,3.6375861597263857,2.1972245773362196,3.9512437185814275,1.6094379124341003
gene-b0874,host,lysO,7.064759027791802,4.564348191467836,6.424869023905388,4.634728988229636,4.9344739331306915,3.784189633918261,4.30406509320417,2.6390573296152584,4.61512051684126,2.1972245773362196,5.14166355650266,2.6390573296152584
gene-b2296,host,ackA,9.008958312443486,6.35088571671474,8.808219665118408,6.410174881966167,6.903747257584598,5.5909869805108565,5.579729825986222,4.454347296253507,6.07073772800249,4.127134385045092,5.44673737166631,4.624972813284271
gene-b3115,host,tdcD,4.276666119016055,2.0794415416798357,4.68213122712422,2.5649493574615367,3.9889840465642745,1.9459101490553132,4.248495242049359,1.0986122886681098,4.1588830833596715,1.6094379124341003,5.0238805208462765,1.3862943611198906
gene-b0870,host,ltaE,6.776506992372183,6.169610732491456,6.85751406254539,6.289715570908998,5.429345628954441,5.521460917862246,4.875197323201151,4.290459441148391,4.9344739331306915,3.8501476017100584,5.153291594497779,3.713572066704308
gene-b3398,host,igaA,7.346010209913293,5.459585514144159,6.773080375655535,5.638354669333745,5.7899601708972535,4.624972813284271,5.631211781821365,4.110873864173311,5.568344503761097,3.4339872044851463,6.198478716492308,2.833213344056216
gene-b2018,host,hisL,7.940939762327791,5.598421958998375,5.736572297479192,4.859812404361672,5.214935757608986,3.8501476017100584,5.030437921392435,2.9444389791664403,3.8918202981106265,1.9459101490553132,4.174387269895637,2.4849066497880004
gene-b1973,host,zinT,3.871201010907891,1.6094379124341003,3.9512437185814275,2.0794415416798357,3.4011973816621555,1.3862943611198906,3.258096538021482,0.6931471805599453,3.332204510175204,0.6931471805599453,3.912023005428146,0.0
gene-b1368,host,ynaA,4.6913478822291435,3.295836866004329,4.07753744390572,2.302585092994046,3.8918202981106265,1.791759469228055,3.4339872044851463,0.6931471805599453,3.6375861597263857,1.3862943611198906,4.430816798843313,1.0986122886681098
gene-b2776,host,ygcE,4.6443908991413725,2.70805020110221,4.564348191467836,2.6390573296152584,4.23410650459726,2.0794415416798357,4.174387269895637,0.6931471805599453,4.30406509320417,0.6931471805599453,5.552959584921617,1.0986122886681098
gene-b1231,host,tyrT,9.72232532346202,6.3561076606958915,8.043342170441608,6.066108090103747,7.8928255262511176,5.081404364984463,,4.442651256490317,,3.7376696182833684,7.167809184316444,4.204692619390966
gene-b3780,host,rhlB,9.002454823050954,7.768956044538332,8.938794081433805,8.154212694914229,7.084226422097916,7.392031567514591,6.008813185442595,6.091309882077698,6.246106765481563,5.476463551931511,6.035481432524756,5.493061443340548
gene-b2686,host,emrB,6.331501849893691,5.808142489980444,6.785587645007929,6.336825731146441,5.293304824724492,5.298317366548036,5.099866427824199,4.07753744390572,5.298317366548036,3.7376696182833684,5.662960480135946,3.6635616461296463
gene-b4419,host,ldrA,5.762051382780177,4.204692619390966,5.937536205082426,4.454347296253507,4.3694478524670215,3.6888794541139363,3.9318256327243257,2.3978952727983707,3.8918202981106265,2.0794415416798357,3.7612001156935624,2.302585092994046
gene-b2292,host,yfbS,6.042632833682381,4.248495242049359,5.631211781821365,5.0106352940962555,4.804021044733257,3.8918202981106265,4.634728988229636,2.9444389791664403,4.672828834461906,2.70805020110221,5.54907608489522,2.0794415416798357
gene-b1552,host,cspI,3.367295829986474,1.9459101490553132,5.517452896464707,4.204692619390966,3.091042453358316,3.367295829986474,2.5649493574615367,1.6094379124341003,3.2188758248682006,1.3862943611198906,,1.6094379124341003
gene-T4p194,phage,29,1.3862943611198906,0.0,7.994294986415977,0.6931471805599453,,3.258096538021482,,4.127134385045092,,,,
gene-T4p192,phage,27,0.6931471805599453,0.0,7.181591944611865,0.6931471805599453,7.7102051944325325,1.0986122886681098,,3.713572066704308,,,,
gene-b2661,host,gabD,6.049733455231958,6.709304340258298,6.851184927493743,7.2115567333138015,5.703782474656201,6.620073206530356,4.882801922586371,4.962844630259907,4.762173934797756,4.007333185232471,5.10594547390058,3.9318256327243257
gene-b1657,host,ydhP,6.07993319509559,5.062595033026967,6.102558594613569,5.3612921657094255,4.330733340286331,4.127134385045092,4.430816798843313,3.332204510175204,4.356708826689592,2.1972245773362196,4.867534450455582,1.9459101490553132
gene-b0036,host,caiD,3.9318256327243257,3.258096538021482,4.04305126783455,2.833213344056216,3.9318256327243257,2.3978952727983707,3.7376696182833684,0.6931471805599453,3.8501476017100584,0.6931471805599453,4.6913478822291435,0.0
gene-b1254,host,yciB,6.922643891475888,5.272999558563747,6.904750769961838,5.44673737166631,5.017279836814924,4.382026634673881,4.0943445622221,3.295836866004329,4.3694478524670215,2.772588722239781,4.204692619390966,3.1354942159291497
gene-b1305,host,pspB,4.356708826689592,3.4657359027997265,4.31748811353631,3.332204510175204,2.6390573296152584,2.3978952727983707,2.70805020110221,1.791759469228055,3.367295829986474,2.302585092994046,3.295836866004329,1.6094379124341003
gene-b1608,host,rstA,6.8001700683022,4.394449154672439,5.572154032177765,4.852030263919617,4.394449154672439,3.4965075614664802,3.5553480614894135,2.5649493574615367,3.8066624897703196,2.0794415416798357,4.532599493153256,2.0794415416798357
gene-b2549,host,yphG,5.342334251964811,3.1780538303479458,5.214935757608986,3.1780538303479458,4.976733742420574,2.70805020110221,5.1298987149230735,2.1972245773362196,5.225746673713202,2.3978952727983707,6.082218910376446,1.6094379124341003
gene-b0752,host,zitB,6.934397209928558,5.198497031265826,7.033506484287697,5.707110264748875,5.3612921657094255,4.454347296253507,4.718498871295094,3.4657359027997265,4.77912349311153,3.091042453358316,5.117993812416755,2.9444389791664403
gene-T4p005,phage,gene-T4p005_gene_mobA,2.0794415416798357,0.0,7.358193752733032,3.9512437185814275,,6.175867270105761,,7.124478262493424,,7.0192966537150445,,6.706862336602747
gene-b0948,host,rlmL,7.904334842085095,6.46302945692067,7.882314918980268,7.025538314638521,6.111467339502679,6.1463292576688975,5.517452896464707,4.927253685157205,5.5053315359323625,4.51085950651685,5.676753802268282,4.543294782270004
gene-b3771,host,ilvD,7.257707677160043,6.8679744089702925,6.272877006546167,7.3901814282264295,7.313886831633462,6.637258031284457,5.517452896464707,5.187385805840755,5.2574953720277815,4.969813299576001,6.045005314036012,4.820281565605037
gene-b0132,host,rpnC,5.631211781821365,4.624972813284271,5.247024072160486,3.9318256327243257,4.59511985013459,3.4011973816621555,4.859812404361672,2.3978952727983707,4.897839799950911,2.5649493574615367,5.043425116919247,1.6094379124341003
gene-b4762,host,sroA,6.8966943316227125,3.6109179126442243,5.905361848054571,3.871201010907891,6.212606095751519,3.332204510175204,5.883322388488279,2.772588722239781,5.924255797414532,2.0794415416798357,5.351858133476067,2.5649493574615367
gene-b2222,host,atoA,3.2188758248682006,1.791759469228055,3.332204510175204,0.6931471805599453,3.367295829986474,0.6931471805599453,3.091042453358316,0.6931471805599453,3.332204510175204,0.0,4.634728988229636,0.0
gene-b1461,host,pptA,5.44673737166631,3.6375861597263857,5.0369526024136295,2.8903717578961645,3.713572066704308,2.5649493574615367,3.1780538303479458,1.6094379124341003,2.8903717578961645,1.6094379124341003,3.4011973816621555,0.0
gene-b0790,host,ybhP,5.170483995038151,4.394449154672439,5.313205979041787,4.553876891600541,3.871201010907891,3.332204510175204,3.6635616461296463,2.3978952727983707,3.6888794541139363,1.6094379124341003,4.430816798843313,0.0
gene-b0515,host,allE,5.342334251964811,4.356708826689592,5.19295685089021,4.465908118654584,4.394449154672439,3.8918202981106265,4.174387269895637,2.4849066497880004,4.248495242049359,2.1972245773362196,5.2832037287379885,2.1972245773362196
gene-b2025,host,hisF,6.068425588244111,6.447305862541213,6.467698726104354,7.023758954738443,5.389071729816501,6.628041376179533,4.499809670330265,4.875197323201151,4.61512051684126,4.127134385045092,4.795790545596741,4.189654742026425
gene-b1811,host,yoaH,6.498282149476434,4.1588830833596715,5.579729825986222,4.48863636973214,4.189654742026425,3.713572066704308,3.295836866004329,2.302585092994046,3.4011973816621555,1.6094379124341003,3.871201010907891,1.6094379124341003
gene-b4008,host,gltV,11.0346638320775,6.8308742346461795,9.825688160081716,7.136483208590247,,7.508787170634276,,5.929589143389895,,5.918893854273146,,5.814130531825066
gene-b1174,host,minE,6.86171134048073,6.20455776256869,7.305188215393037,6.052089168924417,5.099866427824199,4.882801922586371,3.5263605246161616,3.332204510175204,4.1588830833596715,2.833213344056216,3.6375861597263857,3.1354942159291497
gene-b3389,host,aroB,8.258940462988459,7.113142108707088,8.225235324101668,8.094683648698815,6.289715570908998,6.856461984594587,5.442417710521793,5.365976015021851,5.5134287461649825,4.875197323201151,5.6937321388027,4.882801922586371
gene-b0059,host,rapA,7.711101251840158,6.918695219020472,8.352082671352637,7.611842399580417,6.582025138892826,6.742880635791903,5.575949103146316,5.583496308781699,5.8916442118257715,5.117993812416755,6.059123195581797,5.37989735354046
gene-b4260,host,pepA,8.62317351495347,7.560601162768557,8.722742874329398,7.652545692693921,6.502790045915623,6.542471960506805,5.662960480135946,5.19295685089021,6.102558594613569,4.90527477843843,5.805134968916488,5.030437921392435
gene-b0258,host,ykfC,5.54907608489522,4.248495242049359,5.902633333401366,4.795790545596741,4.795790545596741,4.276666119016055,4.727387818712341,3.5553480614894135,4.820281565605037,3.1780538303479458,5.424950017481403,3.258096538021482
gene-b3200,host,lptA,7.278628942320682,6.345636360828596,7.576097340623111,6.672032945461067,5.37989735354046,5.5254529391317835,4.605170185988092,4.23410650459726,4.74493212836325,3.871201010907891,4.68213122712422,3.6635616461296463
gene-T4p172,phage,21,2.302585092994046,1.3862943611198906,9.581352052014967,1.3862943611198906,,2.3978952727983707,,4.174387269895637,,,,
gene-b1684,host,sufA,4.418840607796598,5.655991810819852,4.04305126783455,4.23410650459726,3.4011973816621555,2.9444389791664403,2.6390573296152584,2.1972245773362196,2.70805020110221,1.6094379124341003,3.8501476017100584,0.6931471805599453
gene-b0751,host,pnuC,8.143807976771484,6.980075940561763,8.140315540159985,6.907755278982137,5.971261839790462,5.5134287461649825,5.111987788356544,4.499809670330265,5.594711379601839,4.007333185232471,5.075173815233827,3.9512437185814275
gene-b1878,host,flhE,3.58351893845611,1.0986122886681098,3.367295829986474,2.0794415416798357,3.091042453358316,1.6094379124341003,3.2188758248682006,1.0986122886681098,2.8903717578961645,0.6931471805599453,4.110873864173311,0.0
gene-b0442,host,ybaV,4.143134726391533,3.6888794541139363,4.709530201312334,4.477336814478207,3.6375861597263857,3.6375861597263857,3.6888794541139363,2.3978952727983707,3.6375861597263857,2.0794415416798357,4.30406509320417,1.791759469228055
gene-b2446,host,yffO,3.6888794541139363,2.0794415416798357,3.295836866004329,1.791759469228055,2.8903717578961645,1.791759469228055,2.772588722239781,0.6931471805599453,3.091042453358316,0.0,3.8918202981106265,0.0
gene-b0452,host,tesB,7.030857476116121,5.5909869805108565,7.095064377287131,6.102558594613569,5.424950017481403,4.955827057601261,4.997212273764115,3.58351893845611,4.912654885736052,2.995732273553991,5.262690188904886,3.091042453358316
gene-b0340,host,cynS,4.04305126783455,2.6390573296152584,4.23410650459726,2.9444389791664403,3.4657359027997265,2.0794415416798357,3.1354942159291497,2.0794415416798357,3.044522437723423,1.3862943611198906,4.23410650459726,1.3862943611198906
gene-b0772,host,ybhC,7.910957382845589,6.602587892189336,7.585281078639126,6.731018100482083,6.042632833682381,5.749392985908253,4.948759890378168,4.343805421853684,5.298317366548036,3.871201010907891,5.455321115357702,4.0943445622221
gene-b3163,host,nlpI,9.170975648453906,7.5406215286571525,9.536617962187327,8.939974177289633,8.085178748074537,8.524168805152662,7.1808311990445555,7.422971251049421,7.134890851565884,6.551080335043404,6.444131256700441,6.226536669287466
